Frame number,RHip - x,RHip - y,RKnee - x,RKnee - y,RAnkle - x,RAnkle - y,LHip - x,LHip - y,LKnee - x,LKnee - y,LAnkle - x,LAnkle - y,participant,type,jump_count
10.0,1085.0,234.0,1085.0,399.0,1001.0,727.0,1252.0,234.0,1293.0,375.0,1210.0,704.0,P1,cmj-left,1
11.0,960.0,46.0,1126.0,399.0,1001.0,727.0,1168.0,70.0,1293.0,375.0,1168.0,704.0,P1,cmj-left,1
12.0,960.0,70.0,1126.0,399.0,1001.0,727.0,1126.0,93.0,1335.0,375.0,1210.0,704.0,P1,cmj-left,1
13.0,960.0,93.0,1126.0,399.0,1001.0,751.0,1126.0,117.0,1335.0,375.0,1210.0,704.0,P1,cmj-left,1
14.0,960.0,140.0,1126.0,422.0,1001.0,751.0,1126.0,140.0,1335.0,399.0,1210.0,704.0,P1,cmj-left,1
15.0,960.0,164.0,1126.0,446.0,1001.0,751.0,1126.0,164.0,1335.0,399.0,1210.0,704.0,P1,cmj-left,1
16.0,960.0,187.0,1168.0,446.0,1001.0,751.0,1168.0,211.0,1377.0,422.0,1210.0,704.0,P1,cmj-left,1
17.0,960.0,211.0,1168.0,446.0,1001.0,751.0,1126.0,211.0,1377.0,422.0,1210.0,704.0,P1,cmj-left,1
18.0,960.0,211.0,1168.0,446.0,1001.0,751.0,1126.0,211.0,1377.0,422.0,1210.0,704.0,P1,cmj-left,1
19.0,960.0,234.0,1168.0,446.0,1001.0,751.0,1126.0,234.0,1377.0,446.0,1210.0,704.0,P1,cmj-left,1
20.0,960.0,234.0,1168.0,446.0,1001.0,774.0,1168.0,258.0,1377.0,446.0,1210.0,704.0,P1,cmj-left,1
21.0,960.0,258.0,1168.0,469.0,1001.0,774.0,1168.0,258.0,1377.0,422.0,1210.0,704.0,P1,cmj-left,1
22.0,960.0,258.0,1168.0,469.0,1001.0,774.0,1168.0,258.0,1377.0,446.0,1210.0,704.0,P1,cmj-left,1
23.0,1001.0,258.0,1168.0,469.0,1001.0,774.0,1168.0,258.0,1419.0,446.0,1210.0,704.0,P1,cmj-left,1
24.0,960.0,234.0,1168.0,469.0,1001.0,774.0,1168.0,258.0,1377.0,446.0,1210.0,704.0,P1,cmj-left,1
25.0,1001.0,234.0,1168.0,469.0,1001.0,774.0,1168.0,234.0,1377.0,446.0,1210.0,704.0,P1,cmj-left,1
26.0,960.0,211.0,1210.0,469.0,1001.0,751.0,1168.0,234.0,1377.0,446.0,1210.0,704.0,P1,cmj-left,1
27.0,960.0,187.0,1210.0,446.0,1001.0,751.0,1126.0,211.0,1335.0,422.0,1210.0,704.0,P1,cmj-left,1
28.0,960.0,164.0,1210.0,446.0,1001.0,751.0,1168.0,187.0,1335.0,422.0,1210.0,704.0,P1,cmj-left,1
29.0,960.0,140.0,1168.0,446.0,1001.0,751.0,1168.0,164.0,1335.0,422.0,1210.0,704.0,P1,cmj-left,1
30.0,960.0,117.0,1168.0,446.0,1001.0,751.0,1168.0,140.0,1335.0,422.0,1210.0,704.0,P1,cmj-left,1
31.0,960.0,93.0,1168.0,422.0,1001.0,751.0,1168.0,117.0,1335.0,422.0,1210.0,704.0,P1,cmj-left,1
32.0,-1.0,-1.0,1168.0,399.0,1001.0,727.0,1168.0,117.0,1293.0,375.0,1210.0,704.0,P1,cmj-left,1
54.0,-1.0,-1.0,1252.0,399.0,1168.0,657.0,-1.0,-1.0,1085.0,375.0,960.0,704.0,P1,cmj-left,1
55.0,-1.0,-1.0,1085.0,422.0,918.0,774.0,-1.0,-1.0,1252.0,446.0,1168.0,680.0,P1,cmj-left,1
56.0,-1.0,-1.0,1126.0,446.0,918.0,774.0,-1.0,-1.0,1293.0,422.0,1168.0,704.0,P1,cmj-left,1
57.0,-1.0,-1.0,1168.0,446.0,918.0,774.0,1252.0,211.0,1293.0,469.0,1168.0,704.0,P1,cmj-left,1
58.0,-1.0,-1.0,1168.0,469.0,918.0,774.0,1252.0,234.0,1293.0,469.0,1168.0,704.0,P1,cmj-left,1
59.0,1043.0,46.0,1168.0,446.0,918.0,774.0,1210.0,93.0,1293.0,469.0,1168.0,704.0,P1,cmj-left,1
60.0,1043.0,23.0,1126.0,446.0,918.0,751.0,1210.0,46.0,1293.0,446.0,1168.0,704.0,P1,cmj-left,1
61.0,-1.0,-1.0,1126.0,422.0,918.0,751.0,-1.0,-1.0,1293.0,399.0,1168.0,704.0,P1,cmj-left,1
11.0,-1.0,-1.0,1168.0,399.0,1043.0,751.0,1210.0,117.0,1335.0,375.0,1210.0,704.0,P1,cmj-left,2
12.0,-1.0,-1.0,1168.0,399.0,1001.0,774.0,1168.0,93.0,1335.0,399.0,1210.0,704.0,P1,cmj-left,2
13.0,1001.0,70.0,1168.0,422.0,1043.0,751.0,1210.0,93.0,1377.0,422.0,1210.0,704.0,P1,cmj-left,2
14.0,1001.0,93.0,1210.0,422.0,1043.0,751.0,1168.0,117.0,1377.0,422.0,1210.0,727.0,P1,cmj-left,2
15.0,1001.0,117.0,1210.0,446.0,1043.0,751.0,1210.0,140.0,1377.0,422.0,1210.0,727.0,P1,cmj-left,2
16.0,1043.0,140.0,1210.0,446.0,1043.0,774.0,1252.0,164.0,1419.0,422.0,1210.0,727.0,P1,cmj-left,2
17.0,1001.0,164.0,1210.0,446.0,1043.0,774.0,1210.0,164.0,1419.0,422.0,1210.0,727.0,P1,cmj-left,2
18.0,1001.0,187.0,1210.0,469.0,1043.0,774.0,1210.0,187.0,1419.0,446.0,1210.0,727.0,P1,cmj-left,2
19.0,1001.0,187.0,1210.0,493.0,1043.0,774.0,1168.0,211.0,1419.0,446.0,1210.0,727.0,P1,cmj-left,2
20.0,1001.0,211.0,1210.0,446.0,1043.0,774.0,1168.0,211.0,1419.0,446.0,1210.0,727.0,P1,cmj-left,2
21.0,1043.0,258.0,1252.0,469.0,1043.0,774.0,1252.0,281.0,1460.0,446.0,1210.0,727.0,P1,cmj-left,2
22.0,1043.0,281.0,1252.0,469.0,1043.0,774.0,1252.0,305.0,1460.0,469.0,1210.0,727.0,P1,cmj-left,2
23.0,1043.0,281.0,1252.0,469.0,1043.0,774.0,1252.0,305.0,1460.0,469.0,1210.0,727.0,P1,cmj-left,2
24.0,1001.0,281.0,1252.0,469.0,1043.0,774.0,1252.0,281.0,1460.0,469.0,1210.0,727.0,P1,cmj-left,2
25.0,1001.0,281.0,1252.0,493.0,1043.0,774.0,1252.0,281.0,1460.0,469.0,1210.0,727.0,P1,cmj-left,2
26.0,1001.0,281.0,1252.0,493.0,1043.0,798.0,1252.0,305.0,1460.0,469.0,1210.0,727.0,P1,cmj-left,2
27.0,1001.0,281.0,1252.0,493.0,1043.0,798.0,1252.0,305.0,1460.0,469.0,1210.0,727.0,P1,cmj-left,2
28.0,1001.0,281.0,1293.0,493.0,1043.0,774.0,1252.0,281.0,1460.0,469.0,1210.0,704.0,P1,cmj-left,2
29.0,1043.0,281.0,1293.0,493.0,1043.0,774.0,1252.0,281.0,1460.0,469.0,1210.0,704.0,P1,cmj-left,2
30.0,1043.0,258.0,1293.0,493.0,1043.0,774.0,1252.0,258.0,1460.0,446.0,1210.0,704.0,P1,cmj-left,2
31.0,1043.0,187.0,1293.0,469.0,1043.0,774.0,1210.0,211.0,1460.0,446.0,1210.0,704.0,P1,cmj-left,2
32.0,1043.0,164.0,1293.0,493.0,1043.0,751.0,1210.0,187.0,1460.0,422.0,1210.0,704.0,P1,cmj-left,2
33.0,1085.0,187.0,1293.0,446.0,1043.0,751.0,1252.0,187.0,1419.0,422.0,1252.0,704.0,P1,cmj-left,2
34.0,1043.0,140.0,1293.0,446.0,1043.0,751.0,1210.0,164.0,1419.0,422.0,1252.0,704.0,P1,cmj-left,2
35.0,-1.0,-1.0,1293.0,422.0,1043.0,751.0,1210.0,140.0,1419.0,399.0,1252.0,680.0,P1,cmj-left,2
36.0,-1.0,-1.0,1252.0,422.0,1043.0,751.0,-1.0,-1.0,1377.0,422.0,1252.0,680.0,P1,cmj-left,2
57.0,-1.0,-1.0,1335.0,469.0,1085.0,821.0,-1.0,-1.0,1419.0,469.0,1252.0,727.0,P1,cmj-left,2
58.0,-1.0,-1.0,1377.0,493.0,1085.0,821.0,-1.0,-1.0,1419.0,493.0,1252.0,727.0,P1,cmj-left,2
62.0,-1.0,-1.0,1377.0,469.0,1085.0,821.0,-1.0,-1.0,1460.0,446.0,1252.0,727.0,P1,cmj-left,2
64.0,-1.0,-1.0,1293.0,422.0,1085.0,774.0,-1.0,-1.0,1335.0,422.0,1252.0,704.0,P1,cmj-left,2
68.0,-1.0,-1.0,1168.0,493.0,1126.0,751.0,-1.0,-1.0,1293.0,493.0,1252.0,704.0,P1,cmj-left,2
6.0,960.0,23.0,1043.0,399.0,960.0,727.0,1126.0,46.0,1252.0,328.0,1168.0,680.0,P1,cmj-left,3
7.0,960.0,46.0,1043.0,399.0,960.0,727.0,1126.0,46.0,1252.0,328.0,1168.0,704.0,P1,cmj-left,3
8.0,918.0,46.0,1043.0,399.0,960.0,727.0,1126.0,70.0,1252.0,375.0,1168.0,704.0,P1,cmj-left,3
9.0,918.0,70.0,1085.0,399.0,960.0,727.0,1126.0,93.0,1293.0,399.0,1168.0,704.0,P1,cmj-left,3
10.0,918.0,70.0,1085.0,422.0,960.0,727.0,1126.0,93.0,1293.0,399.0,1168.0,704.0,P1,cmj-left,3
11.0,918.0,117.0,1085.0,422.0,960.0,751.0,1126.0,117.0,1293.0,399.0,1168.0,704.0,P1,cmj-left,3
12.0,960.0,164.0,1085.0,446.0,960.0,751.0,1126.0,164.0,1293.0,399.0,1168.0,704.0,P1,cmj-left,3
13.0,960.0,187.0,1085.0,446.0,960.0,751.0,1126.0,187.0,1293.0,399.0,1168.0,704.0,P1,cmj-left,3
